Id,Label,timeset,net,relation,num_followers,num_following,num_list,num_statuses,join_date varchar,componentnumber,modularity_class,indegree,outdegree,degree
419,RPDiscapacidad,,dalvarez37,1408835183260864521,4,2,3,2,2012-09-19 18:09:19,0,0,22,30,52
420,ICTunez,,dalvarez37,1408835183260864521,3,2,3,1,2012-09-12 10:47:44,0,3,63,54,117
421,CHGuadalquivir,,dalvarez37,1408835183260864521,3,2,4,2,2012-09-12 09:36:17,0,0,27,40,67
422,CH_Ebro,,dalvarez37,1408835183260864521,3,2,4,2,2012-09-11 10:34:19,0,0,43,36,79
423,IGeociencias,,dalvarez37,1408835183260864521,4,3,4,2,2012-09-10 12:27:05,0,1,85,87,172
424,GEO3BCN_CSIC,,dalvarez37,1408835183260864521,3,3,3,2,2012-08-29 09:12:50,0,1,66,105,171
425,AEMET_SINOBAS,,dalvarez37,1408835183260864521,4,2,5,2,2012-08-15 21:09:34,0,0,39,35,74
426,CRAGENOMICA,,dalvarez37,1408835183260864521,3,2,3,1,2012-08-03 07:20:35,0,1,50,54,104
427,InstitutoCajal,,dalvarez37,1408835183260864521,3,2,3,1,2012-07-26 06:12:32,0,1,53,15,68
428,DGobiernoCV,,dalvarez37,1408835183260864521,3,2,4,2,2012-07-12 08:59:27,0,0,62,129,191
429,OEPM_es,,dalvarez37,1408835183260864521,3,2,4,2,2012-07-10 07:18:18,0,0,45,81,126
430,IHSM_CSIC_UMA,,dalvarez37,1408835183260864521,3,2,3,1,2012-07-04 07:18:07,0,1,43,64,107
431,IQOG_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2012-05-23 08:00:24,0,1,60,73,133
432,Haciendagob,,dalvarez37,1408835183260864521,4,3,3,3,2012-05-18 12:03:33,0,0,187,245,432
433,MNCeramica,,dalvarez37,1408835183260864521,3,3,3,2,2012-04-20 08:11:51,0,3,37,67,104
434,EmbEspanaChile,,dalvarez37,1408835183260864521,3,2,4,2,2012-04-13 16:53:13,0,2,127,84,211
435,cepcgob,,dalvarez37,1408835183260864521,4,3,4,0,2012-03-27 22:01:00,0,0,43,40,83
436,CDTIoficial,,dalvarez37,1408835183260864521,4,3,3,2,2012-03-22 12:20:11,0,1,136,74,210
437,IFISC_mallorca,,dalvarez37,1408835183260864521,3,2,3,1,2012-03-21 13:56:38,0,1,39,37,76
438,CasaCervantes,,dalvarez37,1408835183260864521,4,2,3,2,2012-03-16 08:37:49,0,3,57,85,142
439,Imserso,,dalvarez37,1408835183260864521,4,2,4,2,2012-03-16 08:11:08,0,0,34,19,53
440,IEO_Santander,,dalvarez37,1408835183260864521,3,2,3,1,2012-03-15 06:41:44,0,1,27,28,55
441,MAECgob,,dalvarez37,1408835183260864521,5,3,4,3,2012-03-12 10:11:01,0,2,359,298,657
442,DelGob_Asturias,,dalvarez37,1408835183260864521,3,2,3,2,2012-03-11 19:17:00,0,0,47,88,135
443,ISQCH_Divulga,,dalvarez37,1408835183260864521,3,3,3,1,2012-03-07 17:45:59,0,1,25,27,52
444,MuseoEscultura,,dalvarez37,1408835183260864521,4,3,3,2,2012-03-07 13:01:23,0,3,50,48,98
445,ictp_promocion,,dalvarez37,1408835183260864521,3,3,3,0,2012-03-07 09:07:24,0,1,58,81,139
446,C_Astrobiologia,,dalvarez37,1408835183260864521,4,2,3,2,2012-02-29 10:21:12,0,1,58,22,80
447,rabasf,,dalvarez37,1408835183260864521,4,2,3,2,2012-02-29 08:18:17,0,3,56,23,79
448,IPP_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2012-02-28 15:35:46,0,1,23,15,38
449,ILC_CSIC,,dalvarez37,1408835183260864521,1,0,0,0,2012-02-28 15:31:15,0,1,6,0,6
450,IFS_CSIC,,dalvarez37,1408835183260864521,3,1,2,1,2012-02-28 15:25:05,0,1,21,8,29
451,CCHS_CSIC,,dalvarez37,1408835183260864521,3,3,4,2,2012-02-28 15:00:40,0,1,67,60,127
452,cimne,,dalvarez37,1408835183260864521,3,3,3,1,2012-02-24 14:58:38,0,1,16,43,59
453,UMEgob,,dalvarez37,1408835183260864521,5,2,4,3,2012-02-24 09:37:06,0,0,122,94,216
454,EjercitoAire,,dalvarez37,1408835183260864521,5,2,4,2,2012-02-24 09:33:25,0,0,133,29,162
455,Armada_esp,,dalvarez37,1408835183260864521,5,2,4,2,2012-02-24 09:18:52,0,2,146,32,178
456,EjercitoTierra,,dalvarez37,1408835183260864521,5,2,4,2,2012-02-24 08:51:20,0,0,123,55,178
457,PatrullaAspa,,dalvarez37,1408835183260864521,4,1,3,2,2012-02-20 18:37:53,0,0,18,10,28
458,ICLyon,,dalvarez37,1408835183260864521,2,2,2,1,2012-02-20 17:56:53,0,3,59,70,129
459,_minecogob,,dalvarez37,1408835183260864521,4,2,3,3,2012-02-16 13:18:53,0,0,261,56,317
460,IRBBarcelona,,dalvarez37,1408835183260864521,4,3,4,2,2012-02-14 11:10:47,0,1,68,43,111
461,DGobiernoMadrid,,dalvarez37,1408835183260864521,4,3,4,2,2012-02-08 10:17:25,0,0,72,133,205
462,MuseoDeAmerica,,dalvarez37,1408835183260864521,4,3,3,2,2012-02-07 10:36:59,0,3,52,48,100
463,M_Presidencia,,dalvarez37,1408835183260864521,4,2,4,2,2012-02-03 09:14:33,0,0,211,75,286
464,DGCyL,,dalvarez37,1408835183260864521,4,3,4,2,2012-02-02 22:44:45,0,0,66,156,222
465,IIBmCSICUAM,,dalvarez37,1408835183260864521,3,2,3,1,2012-02-02 11:46:11,0,1,64,41,105
466,CNIC_CARDIO,,dalvarez37,1408835183260864521,4,3,3,2,2012-02-01 14:09:48,0,1,69,33,102
467,_ICMAT,,dalvarez37,1408835183260864521,4,2,4,2,2012-02-01 12:43:53,0,1,62,34,96
468,DelegGobNavarra,,dalvarez37,1408835183260864521,3,2,3,1,2012-02-01 11:39:49,0,0,45,83,128
469,Ingenio_CsicUpv,,dalvarez37,1408835183260864521,3,2,3,2,2012-01-19 14:28:45,0,1,40,28,68
470,zonafrancavigo,,dalvarez37,1408835183260864521,3,3,3,2,2011-12-14 07:59:50,0,0,11,44,55
471,INAEM_Cultura,,dalvarez37,1408835183260864521,4,2,4,2,2011-12-09 09:04:44,0,3,119,20,139
472,IDAEenergia,,dalvarez37,1408835183260864521,4,2,3,2,2011-11-29 11:55:01,0,0,37,24,61
473,cndm_inaem,,dalvarez37,1408835183260864521,4,3,4,0,2011-11-21 17:14:39,0,3,41,38,79
474,ICTanger,,dalvarez37,1408835183260864521,3,2,3,1,2011-11-14 17:16:14,0,3,66,54,120
475,ICPraga,,dalvarez37,1408835183260864521,3,3,3,1,2011-11-10 13:10:15,0,3,64,102,166
476,biblio_museos,,dalvarez37,1408835183260864521,3,2,2,1,2011-11-08 08:35:40,0,3,23,27,50
477,RACEFesp,,dalvarez37,1408835183260864521,2,2,3,1,2011-11-07 12:29:57,0,1,5,0,5
478,ICUtrecht,,dalvarez37,1408835183260864521,3,2,3,1,2011-11-07 11:02:48,0,3,61,70,131
479,DGTes,,dalvarez37,1408835183260864521,5,2,4,3,2011-11-04 19:28:33,0,0,96,41,137
480,EmbEspJapon,,dalvarez37,1408835183260864521,4,2,4,2,2011-10-30 13:02:19,0,2,133,66,199
481,obsebre,,dalvarez37,1408835183260864521,3,2,3,1,2011-10-28 14:10:11,0,1,18,7,25
482,salvamentogob,,dalvarez37,1408835183260864521,4,3,4,2,2011-10-27 11:03:25,0,0,79,70,149
483,Investenisciii,,dalvarez37,1408835183260864521,3,3,4,2,2011-10-26 12:45:49,0,1,9,17,26
484,centrodramatico,,dalvarez37,1408835183260864521,4,3,4,2,2011-10-18 14:49:35,0,3,65,27,92
485,boegob,,dalvarez37,1408835183260864521,5,0,3,3,2011-10-18 11:52:09,0,0,123,0,123
486,iesa_csic,,dalvarez37,1408835183260864521,3,3,3,2,2011-10-18 09:47:52,0,1,56,147,203
487,IRI_robotics,,dalvarez37,1408835183260864521,3,2,3,0,2011-10-13 16:04:35,0,1,26,27,53
488,MNAD_Madrid,,dalvarez37,1408835183260864521,4,3,3,2,2011-10-06 07:46:14,0,3,49,52,101
489,RJBOTANICO,,dalvarez37,1408835183260864521,4,3,4,2,2011-09-29 19:09:24,0,1,120,103,223
490,CREAF_ecologia,,dalvarez37,1408835183260864521,4,3,4,2,2011-09-28 12:24:47,0,1,50,47,97
491,ICIQchem,,dalvarez37,1408835183260864521,3,3,4,2,2011-09-28 08:47:53,0,1,47,36,83
492,deportegob,,dalvarez37,1408835183260864521,4,4,4,2,2011-09-19 15:38:49,0,0,129,60,189
493,MRomanticismo,,dalvarez37,1408835183260864521,4,3,4,0,2011-09-19 09:20:33,0,3,78,52,130
494,CNIOStopCancer,,dalvarez37,1408835183260864521,4,3,4,0,2011-09-16 09:09:19,0,1,101,40,141
495,INSST_MITES_GOB,,dalvarez37,1408835183260864521,4,2,3,2,2011-09-12 15:01:37,0,0,16,65,81
496,IC_Budapest,,dalvarez37,1408835183260864521,3,2,3,1,2011-09-07 07:19:37,0,3,58,59,117
497,Paris_IC,,dalvarez37,1408835183260864521,3,2,3,1,2011-09-05 17:21:56,0,3,69,65,134
498,poblacion_csic,,dalvarez37,1408835183260864521,3,3,4,2,2011-09-02 15:48:06,0,1,25,26,51
499,IAS_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2011-08-23 12:26:57,0,1,52,55,107
500,es_INE,,dalvarez37,1408835183260864521,4,1,4,3,2011-08-19 11:59:13,0,0,176,2,178
501,EmbajadaEspCol,,dalvarez37,1408835183260864521,4,3,4,2,2011-08-16 15:13:15,0,2,124,265,389
502,BNE_biblioteca,,dalvarez37,1408835183260864521,5,2,4,3,2011-08-09 16:33:24,0,3,239,30,269
503,RAEinforma,,dalvarez37,1408835183260864521,6,2,5,3,2011-08-07 18:41:46,0,3,237,16,253
504,MuseodelTraje,,dalvarez37,1408835183260864521,4,3,4,2,2011-08-02 09:31:11,0,3,55,52,107
505,IPE_CSIC,,dalvarez37,1408835183260864521,3,2,3,1,2011-07-20 09:13:30,0,1,52,34,86
506,OBSAE,,dalvarez37,1408835183260864521,4,2,4,2,2011-07-12 19:23:38,0,0,45,28,73
507,EEZCSIC,,dalvarez37,1408835183260864521,3,3,3,2,2011-07-07 08:25:01,0,1,63,83,146
508,AEMPSGOB,,dalvarez37,1408835183260864521,4,2,3,2,2011-06-30 15:49:14,0,0,42,15,57
509,IC_Stockholm,,dalvarez37,1408835183260864521,3,2,3,1,2011-06-15 09:07:07,0,3,60,56,116
510,ICFOnians,,dalvarez37,1408835183260864521,3,2,3,2,2011-05-28 09:50:52,0,1,59,23,82
511,ICAtenas,,dalvarez37,1408835183260864521,3,2,3,1,2011-05-26 08:44:28,0,3,60,59,119
512,TEATROCLASICO,,dalvarez37,1408835183260864521,4,1,3,2,2011-05-18 11:33:07,0,3,52,6,58
513,CICancer_com,,dalvarez37,1408835183260864521,3,2,3,2,2011-05-17 15:51:10,0,1,38,41,79
514,CEMFInews,,dalvarez37,1408835183260864521,3,1,2,1,2011-05-17 10:20:39,0,1,6,0,6
515,IBMCP,,dalvarez37,1408835183260864521,3,2,3,0,2011-05-15 22:38:59,0,1,55,35,90
516,guardiacivil,,dalvarez37,1408835183260864521,6,2,4,3,2011-05-09 10:48:30,0,0,240,60,300
517,ISGLOBALorg,,dalvarez37,1408835183260864521,4,3,4,2,2011-05-07 17:17:44,0,1,45,28,73
518,IC_Berlin,,dalvarez37,1408835183260864521,3,2,3,1,2011-05-04 14:27:34,0,3,67,60,127
519,NuestrosMuseos,,dalvarez37,1408835183260864521,3,3,3,2,2011-05-04 13:18:00,0,3,64,64,128
520,CDMyD,,dalvarez37,1408835183260864521,3,3,3,2,2011-05-03 11:25:27,0,3,18,19,37
521,CH_MS,,dalvarez37,1408835183260864521,3,2,3,1,2011-05-03 10:56:04,0,0,22,29,51
522,IMEDEA_UIB_CSIC,,dalvarez37,1408835183260864521,3,2,4,2,2011-04-30 12:07:45,0,1,81,49,130
523,MuseodelGreco,,dalvarez37,1408835183260864521,4,2,3,2,2011-04-26 11:49:15,0,3,54,33,87
524,Demografia_CSIC,,dalvarez37,1408835183260864521,3,3,4,2,2011-04-21 19:39:55,0,1,41,70,111
525,AECID_es,,dalvarez37,1408835183260864521,4,3,4,3,2011-04-13 15:31:29,0,2,308,286,594
526,mapagob,,dalvarez37,1408835183260864521,5,3,4,3,2011-04-11 09:11:21,0,0,278,173,451
527,culturagob,,dalvarez37,1408835183260864521,5,2,4,3,2011-04-08 10:47:28,0,3,325,128,453
528,cudmarin,,dalvarez37,1408835183260864521,1,0,2,0,2011-03-31 13:30:32,0,0,1,3,4
529,CBMSO_CSIC_UAM,,dalvarez37,1408835183260864521,3,2,3,1,2011-03-29 18:03:11,0,1,44,22,66
530,Defensagob,,dalvarez37,1408835183260864521,5,2,4,3,2011-03-29 16:10:06,0,0,273,58,331
531,Sepes,,dalvarez37,1408835183260864521,2,2,2,0,2011-03-28 18:52:41,0,0,18,43,61
532,muncyt,,dalvarez37,1408835183260864521,4,3,4,2,2011-03-28 15:03:59,0,1,115,90,205
533,MuseoSorolla,,dalvarez37,1408835183260864521,4,2,3,3,2011-03-24 10:00:46,0,3,83,28,111
534,ICTAN,,dalvarez37,1408835183260864521,2,1,2,1,2011-03-22 18:09:00,0,1,34,8,42
535,InstCervantes,,dalvarez37,1408835183260864521,5,3,4,3,2011-03-16 10:31:04,0,2,320,278,598
536,incarCSIC,,dalvarez37,1408835183260864521,3,2,3,1,2011-03-16 09:55:35,0,1,57,65,122
537,MuseoRomano,,dalvarez37,1408835183260864521,4,2,3,2,2011-03-14 13:09:01,0,3,47,35,82
538,icmmcsic,,dalvarez37,1408835183260864521,3,2,3,1,2011-03-14 10:57:24,0,1,68,55,123
539,todofp,,dalvarez37,1408835183260864521,4,3,4,2,2011-03-10 08:21:27,0,3,33,222,255
540,IMDEA_Energia,,dalvarez37,1408835183260864521,3,2,2,1,2011-03-09 15:19:03,0,1,16,17,33
541,Danzapuntoes,,dalvarez37,1408835183260864521,4,2,4,2,2011-03-09 12:33:21,0,3,29,20,49
542,iegps,,dalvarez37,1408835183260864521,2,2,2,1,2011-03-09 08:29:35,0,1,15,29,44
543,cabimer,,dalvarez37,1408835183260864521,3,1,3,1,2011-03-01 17:10:32,0,1,25,15,40
544,AulaMentor_sede,,dalvarez37,1408835183260864521,3,2,3,2,2011-02-25 13:26:20,0,3,10,23,33
545,DigitalCSIC,,dalvarez37,1408835183260864521,3,2,3,2,2011-02-22 11:29:06,0,1,76,33,109
546,ICEstambul,,dalvarez37,1408835183260864521,3,2,3,1,2011-02-14 11:09:52,0,3,58,56,114
547,icvcsic,,dalvarez37,1408835183260864521,3,2,2,1,2011-02-14 10:36:56,0,1,50,28,78
548,mitmagob,,dalvarez37,1408835183260864521,5,2,4,3,2011-02-09 12:29:23,0,0,227,105,332
549,IC_Rabat,,dalvarez37,1408835183260864521,3,2,3,1,2011-02-04 13:24:36,0,3,68,71,139
550,CIEMAT_OPI,,dalvarez37,1408835183260864521,3,2,3,2,2011-02-03 07:53:54,0,1,82,17,99
551,MuseoSefardi,,dalvarez37,1408835183260864521,4,3,3,2,2011-02-02 18:25:05,0,3,54,59,113
552,ranm_es,,dalvarez37,1408835183260864521,3,3,3,2,2011-02-01 11:26:49,0,1,23,42,65
553,educaciongob,,dalvarez37,1408835183260864521,5,2,4,0,2011-01-24 15:23:50,0,0,319,69,388
554,SENASA_Spain,,dalvarez37,1408835183260864521,3,2,3,1,2011-01-18 09:35:52,0,0,13,16,29
555,icmabCSIC,,dalvarez37,1408835183260864521,3,2,4,2,2011-01-11 08:23:56,0,1,85,78,163
556,informaticaaeat,,dalvarez37,1408835183260864521,4,1,4,2,2011-01-03 10:22:14,0,0,13,13,26
557,sanidadgob,,dalvarez37,1408835183260864521,5,2,4,3,2010-12-30 09:00:21,0,0,293,66,359
558,interiorgob,,dalvarez37,1408835183260864521,5,3,4,3,2010-12-27 09:09:07,0,0,305,254,559
559,IC_Bruselas,,dalvarez37,1408835183260864521,3,2,3,1,2010-12-16 17:19:30,0,3,77,134,211
560,CICbioGUNE,,dalvarez37,1408835183260864521,4,4,3,2,2010-12-16 10:31:55,0,1,59,59,118
561,aena,,dalvarez37,1408835183260864521,5,2,4,3,2010-12-04 11:34:39,0,0,99,31,130
562,empleogob,,dalvarez37,1408835183260864521,5,3,4,3,2010-11-19 08:37:34,0,0,221,64,285
563,balletnacional,,dalvarez37,1408835183260864521,4,2,3,2,2010-11-15 12:14:56,0,3,50,40,90
564,IC_Manila,,dalvarez37,1408835183260864521,3,2,3,1,2010-11-12 02:56:30,0,3,60,76,136
565,InstMujeres,,dalvarez37,1408835183260864521,4,2,3,0,2010-11-07 19:12:57,0,0,91,20,111
566,MuseoCerralbo,,dalvarez37,1408835183260864521,4,3,4,3,2010-10-29 11:22:00,0,3,75,54,129
567,SpainUN,,dalvarez37,1408835183260864521,4,3,3,2,2010-10-28 19:28:07,0,2,217,188,405
568,CRGenomica,,dalvarez37,1408835183260864521,4,3,4,2,2010-10-15 06:37:01,0,1,63,30,93
569,ICDublin,,dalvarez37,1408835183260864521,3,3,4,1,2010-10-04 11:45:21,0,3,57,61,118
570,EmbajadaEspUy,,dalvarez37,1408835183260864521,3,2,4,0,2010-10-01 15:39:03,0,2,94,65,159
571,ICNuevaDelhi,,dalvarez37,1408835183260864521,3,3,3,1,2010-10-01 03:26:08,0,3,66,95,161
572,ICVarsovia,,dalvarez37,1408835183260864521,2,2,3,1,2010-09-28 15:30:20,0,3,48,62,110
573,IGNSpain,,dalvarez37,1408835183260864521,4,2,4,2,2010-09-22 23:28:56,0,0,86,74,160
574,INCIBE,,dalvarez37,1408835183260864521,4,2,4,3,2010-09-21 11:50:58,0,0,73,46,119
575,AgEInves,,dalvarez37,1408835183260864521,4,3,3,3,2010-09-20 17:38:43,0,1,203,149,352
576,CSIC,,dalvarez37,1408835183260864521,5,3,4,3,2010-09-15 18:19:21,0,1,333,185,518
577,ConsorciZF,,dalvarez37,1408835183260864521,3,3,3,1,2010-09-02 11:10:11,0,0,10,33,43
578,CNB_CSIC,,dalvarez37,1408835183260864521,4,2,3,2,2010-08-02 06:31:19,0,1,123,86,209
579,CineICAA,,dalvarez37,1408835183260864521,4,3,4,2,2010-07-21 16:31:38,0,3,88,21,109
580,Adif_es,,dalvarez37,1408835183260864521,4,3,4,2,2010-07-15 10:48:29,0,0,56,47,103
581,nanoGUNE,,dalvarez37,1408835183260864521,3,3,3,1,2010-07-01 16:56:42,0,1,37,49,86
582,IC_Curitiba,,dalvarez37,1408835183260864521,3,2,3,0,2010-06-26 01:03:02,0,3,64,116,180
583,paradores,,dalvarez37,1408835183260864521,4,2,4,3,2010-06-16 22:41:47,0,0,67,21,88
584,mincoturgob,,dalvarez37,1408835183260864521,4,3,4,3,2010-05-26 14:54:56,0,0,248,135,383
585,CervantesTokio,,dalvarez37,1408835183260864521,3,2,3,2,2010-05-18 04:46:43,0,3,57,68,125
586,TeatroZarzuela,,dalvarez37,1408835183260864521,4,2,4,2,2010-04-17 16:33:28,0,3,44,34,78
587,cicCartuja,,dalvarez37,1408835183260864521,3,2,3,1,2010-04-12 16:28:56,0,1,63,88,151
588,EmbajadaEspArg,,dalvarez37,1408835183260864521,4,3,3,2,2010-04-12 16:13:56,0,2,114,178,292
589,IC_Sydney,,dalvarez37,1408835183260864521,3,2,3,0,2010-04-10 10:04:59,0,3,76,133,209
590,IEOoceanografia,,dalvarez37,1408835183260864521,4,2,3,2,2010-03-05 11:36:23,0,1,75,58,133
591,ICRecife,,dalvarez37,1408835183260864521,3,2,3,1,2010-03-03 16:18:39,0,3,62,137,199
592,CervantesABQ,,dalvarez37,1408835183260864521,3,2,3,1,2010-02-19 22:24:34,0,3,65,61,126
593,IC_NewYork,,dalvarez37,1408835183260864521,3,2,3,2,2010-02-12 17:37:13,0,3,74,67,141
594,CNMV_IFI,,dalvarez37,1408835183260864521,3,0,3,2,2010-02-10 17:07:13,0,0,3,2,5
595,CNMV_IP,,dalvarez37,1408835183260864521,4,0,4,2,2010-02-10 15:58:52,0,0,4,2,6
596,FBiodiversidad,,dalvarez37,1408835183260864521,5,2,4,3,2010-02-10 09:11:56,0,1,122,52,174
597,ICEX_,,dalvarez37,1408835183260864521,4,3,4,3,2010-02-03 16:22:56,0,2,216,44,260
598,mjusticiaEmpleo,,dalvarez37,1408835183260864521,3,0,3,2,2010-02-03 09:32:23,0,0,8,1,9
599,chsriosegura,,dalvarez37,1408835183260864521,4,2,3,2,2010-02-01 09:40:47,0,0,31,29,60
600,educaINTEF,,dalvarez37,1408835183260864521,5,4,4,3,2010-01-19 14:50:30,0,3,64,25,89
601,ICSofia,,dalvarez37,1408835183260864521,3,2,3,1,2010-01-19 14:43:37,0,3,60,55,115
602,Renfe,,dalvarez37,1408835183260864521,5,2,5,3,2010-01-13 09:32:50,0,0,56,19,75
603,iphes,,dalvarez37,1408835183260864521,3,3,4,2,2009-11-07 18:53:04,0,1,24,58,82
604,INCUAL,,dalvarez37,1408835183260864521,3,2,3,2,2009-10-27 07:36:57,0,0,8,36,44
605,ICPortoAlegre,,dalvarez37,1408835183260864521,3,1,3,1,2009-10-22 14:29:20,0,3,63,48,111
606,CNDanza,,dalvarez37,1408835183260864521,4,2,3,2,2009-10-11 11:49:14,0,3,41,25,66
607,ICCairo,,dalvarez37,1408835183260864521,3,2,3,0,2009-10-08 09:34:40,0,3,81,198,279
608,IC_Salvador,,dalvarez37,1408835183260864521,3,2,3,1,2009-09-25 20:56:03,0,3,61,67,128
609,justiciagob,,dalvarez37,1408835183260864521,5,2,3,3,2009-09-07 09:00:37,0,0,216,44,260
610,InjuveSpain,,dalvarez37,1408835183260864521,4,3,4,2,2009-09-02 13:45:54,0,0,115,64,179
611,CervantesRio,,dalvarez37,1408835183260864521,3,2,3,1,2009-08-05 18:07:52,0,3,71,58,129
612,CervantesLondon,,dalvarez37,1408835183260864521,4,3,4,2,2009-07-29 13:34:36,0,3,91,104,195
613,IC_Bremen,,dalvarez37,1408835183260864521,3,3,3,1,2009-07-23 13:41:10,0,3,70,133,203
614,desdelamoncloa,,dalvarez37,1408835183260864521,5,2,4,3,2009-07-20 07:32:11,0,0,366,84,450
615,IC_Brasilia,,dalvarez37,1408835183260864521,3,2,3,1,2009-06-20 02:28:56,0,3,62,65,127
616,Chicago_IC,,dalvarez37,1408835183260864521,3,2,4,2,2009-06-19 00:01:07,0,3,71,79,150
617,InstCervantesSP,,dalvarez37,1408835183260864521,3,3,3,1,2009-06-16 17:49:12,0,3,61,135,196
618,SEGITTUR,,dalvarez37,1408835183260864521,4,3,3,3,2009-06-05 18:51:45,0,0,53,21,74
619,romacervantes,,dalvarez37,1408835183260864521,3,2,3,1,2009-06-04 09:23:43,0,3,63,68,131
620,bse_barcelona,,dalvarez37,1408835183260864521,4,3,3,2,2009-05-12 11:21:34,0,1,18,24,42
621,idibaps,,dalvarez37,1408835183260864521,4,2,3,2,2009-05-08 14:22:36,0,1,35,22,57
622,UIMP,,dalvarez37,1408835183260864521,4,3,4,2,2009-04-19 14:45:42,0,1,128,245,373
623,InvestInSpain,,dalvarez37,1408835183260864521,3,2,3,1,2009-04-12 17:45:15,0,0,29,23,52
624,policia,,dalvarez37,1408835183260864521,6,0,4,3,2009-03-11 17:02:34,0,0,223,0,223
625,eoi,,dalvarez37,1408835183260864521,4,3,4,3,2009-02-16 09:45:28,0,0,34,43,77
626,museoreinasofia,,dalvarez37,1408835183260864521,5,3,4,3,2009-02-01 16:20:04,0,3,188,42,230
627,spain,,dalvarez37,1408835183260864521,5,4,4,3,2008-12-19 13:32:21,0,2,252,140,392
628,ICToulouse,,dalvarez37,1408835183260864521,3,2,3,2,2008-12-18 11:42:15,0,3,57,65,122
629,museodelprado,,dalvarez37,1408835183260864521,6,3,4,3,2008-10-03 10:48:00,0,3,219,37,256
630,dgipyme,,dalvarez37,1408835183260864521,4,2,3,2,2008-07-06 12:37:34,0,0,51,25,76
631,redpuntoes,,dalvarez37,1408835183260864521,5,2,4,3,2008-01-24 09:32:09,0,0,146,83,229
