Advertiser Name,Funding Entity,Creative,Start date,End Date,Provincia,Targeted Segments,Excluded Targeting Segments,Impressions,Reach,Facts And Circumstances Of Removal,Enforcement Action,Statement Of Reason
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1746857258720362501,2024-01-15T00:00:00Z,2024-01-16T00:00:00Z,N/A,"Spain","",228767,227543,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1701966464285131062,2023-09-13T00:00:00Z,2023-09-14T00:00:00Z,N/A,"Spain","",193519,176116,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1699369350858240117,2023-09-06T00:00:00Z,2023-09-07T00:00:00Z,N/A,"Spain","",342108,295486,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1762077551936106607,2024-02-26T00:00:00Z,2024-02-27T00:00:00Z,N/A,"Spain","",447027,268076,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1730140842273239078,N/A,N/A,Almería,"04130 / Almería, ES,04120 / Almería, ES,04002 / Almería, ES,04009 / Almería, ES,04150 / Almería, ES,04131 / Almería, ES,04005 / Almería, ES,04006 / Almería, ES,04008 / Almería, ES,04003 / Almería, ES,04007 / Almería, ES,04004 / Almería, ES,04001 / Almería, ES,04160 / Almería, ES","",13703,11500,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1708851834499310061,2023-10-02T00:00:00Z,2023-10-03T00:00:00Z,N/A,"Spain","",401658,347049,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1739586854716912073,2023-12-26T00:00:00Z,2023-12-27T00:00:00Z,N/A,"Spain","",559230,553586,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1706706941689340321,2023-09-27T00:00:00Z,2023-10-04T00:00:00Z,Guipúzcoa,"Gipuzkoa / Guipúzcoa, ES","",42236,26360,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1727711103071699346,2023-11-23T00:00:00Z,2023-11-24T00:00:00Z,N/A,"Spain","",111356,106342,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1706572657590694027,2023-09-26T00:00:00Z,2023-09-27T00:00:00Z,N/A,"Spain","",225907,199756,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1727726199458115898,2023-11-23T00:00:00Z,2023-11-25T00:00:00Z,N/A,"Spain,perfumería,recetas,revista,navidad","",237908,206192,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1760772643110764698,N/A,N/A,Gerona,"Torelló, ES,Ripoll, ES,Manlleu, ES,Olot, ES,Anglès, ES,Banyoles, ES,Roda de Ter, ES","",-,-,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1754890191309836399,N/A,N/A,N/A,"Spain","",474469,289566,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1701273691475066994,2023-09-12T00:00:00Z,2023-10-12T00:00:00Z,Barcelona,"Barcelona, ES,Sabadell, ES,L'Hospitalet de Llobregat / Hospitalet de Llobregat, ES,Santa Coloma de Cervelló, ES,Molins de Rei, ES,Vallirana, ES,el Papiol / El Papiol, ES,Sant Vicenç dels Horts, ES,Sant Andreu de la Barca, ES,Torrelles de Llobregat, ES,l'Hospitalet de Llobregat / Hospitalet de Llobregat / L'Hospitalet de Llobregat, ES,Sant Joan Despí, ES,Sant Just Desvern, ES,Badia del Vallès, ES,Sant Boi de Llobregat, ES,Cornellà de Llobregat, ES,Esplugues de Llobregat, ES,Badalona, ES,Castelldefels, ES,Sant Feliu de Llobregat, ES,Barberà del Vallès, ES,Santa Coloma de Gramenet, ES,el Prat de Llobregat / El Prat de Llobregat, ES,Sant Adrià de Besòs, ES,Pallejà, ES,Cervelló, ES,Montcada i Reixac, ES,Gavà, ES,Ripollet, ES,Viladecans, ES","",378301,199369,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1708880514281623834,2023-10-03T00:00:00Z,2023-10-10T00:00:00Z,Barcelona,"Berga, ES,Solsona, ES,Ripoll, ES","",9841,4821,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1731724118792314970,2023-12-07T00:00:00Z,2023-12-12T00:00:00Z,Huesca,"Huesca, ES","",20884,13841,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1762757029242740953,2024-02-28T00:00:00Z,2024-02-29T00:00:00Z,N/A,"Spain","",572070,365790,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1699792135917109678,2023-09-07T00:00:00Z,2023-09-08T00:00:00Z,N/A,"Spain","",385757,356064,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1717805831528358381,2023-10-27T00:00:00Z,2023-10-28T00:00:00Z,N/A,"Spain,Halloween,#Halloween","",320608,302852,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1760326011290288399,2024-02-21T00:00:00Z,2024-02-22T00:00:00Z,N/A,"Spain","",524687,261762,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1698595747363479564,2023-09-04T00:00:00Z,2023-09-11T00:00:00Z,Madrid,"Madrid, ES","",679589,443249,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1747536738514538870,2024-01-17T00:00:00Z,2024-01-18T00:00:00Z,N/A,"Spain","",44391,44672,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1712746326016831747,2023-10-13T00:00:00Z,2023-10-14T00:00:00Z,N/A,,"Islas Baleares / Balearic Islands, ES,Principado de Asturias / Asturias, ES,Galicia, ES,Melilla, ES,Cantabria, ES,Castilla y León / Castille and Leon, ES,Región de Murcia, ES,Valencia, ES,Ciudad de Melilla, ES,calabaza,La Rioja, ES,recetas,País Vasco / Basque Country, ES,Comunidad Valenciana / Valencia, ES,Ciudad de Ceuta, ES,Extremadura, ES,Aragón / Aragon, ES,Cataluña / Catalonia, ES,Andalucía / Andalusia, ES,Castilla-La Mancha / Castille La Mancha, ES,Comunidad de Madrid / Community of Madrid, ES,Navarre, ES","",412904,406179,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1709830495570104341,2023-10-05T00:00:00Z,2023-10-07T00:00:00Z,Las Palmas,"Las Palmas de Gran Canaria / Palmas de Gran Canaria, ES","",29405,23488,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1762787477310656848,2024-02-28T00:00:00Z,2024-02-29T00:00:00Z,N/A,"Spain","",978811,627127,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1710195687831511107,2023-10-06T00:00:00Z,2023-10-07T00:00:00Z,N/A,"Spain","",402289,360943,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1723009040031096889,2023-11-10T00:00:00Z,2023-11-17T00:00:00Z,Barcelona,"Barcelona, ES,Sabadell, ES,L'Hospitalet de Llobregat / Hospitalet de Llobregat, ES,Santa Coloma de Cervelló, ES,Molins de Rei, ES,Vallirana, ES,Sant Vicenç dels Horts, ES,Sant Andreu de la Barca, ES,Torrelles de Llobregat, ES,Sant Joan Despí, ES,Sant Just Desvern, ES,Badia del Vallès, ES,Sant Boi de Llobregat, ES,Cornellà de Llobregat, ES,Esplugues de Llobregat, ES,Badalona, ES,Castelldefels, ES,Sant Feliu de Llobregat, ES,Barberà del Vallès, ES,Santa Coloma de Gramenet, ES,el Prat de Llobregat / El Prat de Llobregat, ES,Sant Adrià de Besòs, ES,Pallejà, ES,Cervelló, ES,Montcada i Reixac, ES,Gavà, ES,Ripollet, ES,Viladecans, ES","",221648,128379,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1716477412211322994,2023-10-24T00:00:00Z,2023-10-31T00:00:00Z,Huesca,"Arres, ES,Vielha e Mijaran, ES,Bausen, ES,Naut Aran, ES,Es Bòrdes, ES,Canejan, ES,Vilamòs, ES,Bossòst, ES","",2331,1431,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1738107103074468300,2023-12-22T00:00:00Z,2023-12-24T00:00:00Z,N/A,"Spain","",747776,583951,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1730187418568208636,2023-11-30T00:00:00Z,2023-12-01T00:00:00Z,N/A,"Spain","",726917,630054,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1704542001524297980,2023-09-21T00:00:00Z,2023-09-28T00:00:00Z,Navarra,"Casalarreina, ES,Ribera Baja, ES,Iruña de Oca, ES,Barrundia, ES,Zuia, ES,Eskoriatza, ES,Iruraiz-Gauna, ES,Condado de Treviño, ES,Mondragón, ES,Zigoitia, ES,Salvatierra, ES,Aretxabaleta, ES,Ribera Alta, ES,Miranda de Ebro, ES,Vitoria-Gasteiz, ES,Elburgo, ES,Alegría-Dulantzi, ES,La Puebla de Arganzón, ES,Legutio, ES,Ollauri, ES,Haro, ES","",28010,17526,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1747908085144822201,2024-01-18T00:00:00Z,2024-01-24T00:00:00Z,Gerona,"Palamós, ES,Vilajuïga, ES,Albons, ES,Calonge, ES,Pals, ES,Figueres, ES,Palafrugell, ES,Ullastrell, ES,Castell-Platja d'Aro, ES,la Bisbal d'Empordà / La Bisbal d'Empordà, ES,Vilamalla, ES,Roses, ES,Begur, ES,Fortià, ES","",34140,10943,N/A,N/A,N/A
"Mercadona","-",https://x.com/Mercadona/status/1742100919347466561,2024-01-02T00:00:00Z,2024-01-04T00:00:00Z,N/A,"Spain","",1326581,958241,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1699686438529343729,2023-09-07T00:00:00Z,2023-09-08T00:00:00Z,N/A,"Spain","",400304,341452,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1754784495897883059,2024-02-06T00:00:00Z,2024-02-08T00:00:00Z,N/A,"Spain","",728728,414821,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1713925264080617757,2023-10-16T00:00:00Z,2023-10-17T00:00:00Z,N/A,"halloween,Spain","",251946,234660,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1721807199268417863,2023-11-07T00:00:00Z,2023-11-08T00:00:00Z,N/A,"Spain","",424144,262845,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1712745762067550701,N/A,N/A,N/A,"Islas Baleares / Balearic Islands, ES,Principado de Asturias / Asturias, ES,Galicia, ES,Melilla, ES,Cantabria, ES,Castilla y León / Castille and Leon, ES,Región de Murcia, ES,Valencia, ES,Ciudad de Melilla, ES,calabaza,La Rioja, ES,recetas,País Vasco / Basque Country, ES,Comunidad Valenciana / Valencia, ES,Ciudad de Ceuta, ES,Extremadura, ES,Aragón / Aragon, ES,Cataluña / Catalonia, ES,Andalucía / Andalusia, ES,Castilla-La Mancha / Castille La Mancha, ES,Comunidad de Madrid / Community of Madrid, ES,Navarre, ES","",419605,408497,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1727746711097860139,2023-11-24T00:00:00Z,2023-11-25T00:00:00Z,Tarragona,"43206 / Reus, ES,43202 / Reus, ES,43204 / Reus, ES,43201 / Reus, ES,43205 / Reus, ES,43203 / Reus, ES","",3615,3542,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1762802328195772819,2024-02-28T00:00:00Z,2024-02-29T00:00:00Z,N/A,"Spain","",390137,255120,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1762137947632197717,2024-02-26T00:00:00Z,2024-02-27T00:00:00Z,N/A,"Spain","",560535,330882,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1745045320591929829,2024-01-10T00:00:00Z,2024-01-11T00:00:00Z,N/A,"Spain","",633890,543954,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1745105717424755055,2024-01-10T00:00:00Z,2024-01-11T00:00:00Z,N/A,"Spain","",567202,510947,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1706205223406993765,2023-09-25T00:00:00Z,2023-10-02T00:00:00Z,Barcelona,"Sant Adrià de Besòs, ES,Santa Coloma de Gramenet, ES,Badalona, ES,Montgat, ES","",38334,20479,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1716401580315234413,2023-10-23T00:00:00Z,2023-10-24T00:00:00Z,N/A,"halloween,Spain","",491096,450439,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1730504509527642482,2023-12-01T00:00:00Z,2023-12-02T00:00:00Z,Sevilla,"41003 / Sevilla, ES,41007 / Sevilla, ES,41018 / Sevilla, ES,41005 / Sevilla, ES","",14808,14282,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1721826605427757437,2023-11-07T00:00:00Z,2023-11-08T00:00:00Z,N/A,"Islas Baleares / Balearic Islands, ES,Principado de Asturias / Asturias, ES,Galicia, ES,Cantabria, ES,Castilla y León / Castille and Leon, ES,Región de Murcia, ES,La Rioja, ES,País Vasco / Basque Country, ES,Comunidad Valenciana / Valencia, ES,Aragón / Aragon, ES,Cataluña / Catalonia, ES,Andalucía / Andalusia, ES,Castilla-La Mancha / Castille La Mancha, ES,Comunidad de Madrid / Community of Madrid, ES,Navarre, ES","",594345,253780,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1703790694907662697,2023-09-19T00:00:00Z,2023-09-26T00:00:00Z,Barcelona,"la Bisbal d'Empordà / La Bisbal d'Empordà, ES,Santa Coloma de Gramenet, ES,L'Escala / Escala, ES,Banyoles, ES,Sant Feliu de Guíxols, ES","",17970,10148,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1701132829038465103,2023-09-11T00:00:00Z,2023-09-18T00:00:00Z,Lérida,"Cardona, ES,Agramunt, ES,Oliana, ES,Solsona, ES,Manresa, ES,Pinós, ES,Guissona, ES,Berga, ES,Ponts, ES,Súria, ES,Calaf, ES","",29841,15190,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1762032253406683587,2024-02-26T00:00:00Z,2024-02-27T00:00:00Z,N/A,"Spain","",305019,193370,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1697512111189147921,N/A,N/A,N/A,"piscina mantenimiento,Spain,mantenimiento piscinas,piscina,piscinas","",459982,456730,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1717798286348669134,2023-10-27T00:00:00Z,2023-11-02T00:00:00Z,Lérida,"Seròs, ES,Torrente de Cinca, ES,Fraga, ES,Soses, ES,Candasnos, ES,Aitona, ES,Mequinenza, ES,Sunyer, ES,Alcarràs, ES","",4853,2851,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1712052924262556156,2023-10-11T00:00:00Z,2023-10-12T00:00:00Z,N/A,"Spain","",489708,316443,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1704035093885645258,2023-09-19T00:00:00Z,2023-09-21T00:00:00Z,N/A,"sano,Spain,snack,aperitivos,saludable","",387087,319476,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1759626684322414755,2024-02-20T00:00:00Z,2024-02-27T00:00:00Z,Barcelona,"Barcelona, ES,Sabadell, ES,Santa Coloma de Cervelló, ES,Molins de Rei, ES,El Papiol, ES,Sant Vicenç dels Horts, ES,Sant Andreu de la Barca, ES,Torrelles de Llobregat, ES,l'Hospitalet de Llobregat / Hospitalet de Llobregat / L'Hospitalet de Llobregat, ES,Sant Joan Despí, ES,Sant Just Desvern, ES,Badia del Vallès, ES,Sant Boi de Llobregat, ES,Cornellà de Llobregat, ES,Esplugues de Llobregat, ES,Badalona, ES,Castelldefels, ES,Sant Feliu de Llobregat, ES,Barberà del Vallès, ES,Santa Coloma de Gramenet, ES,el Prat de Llobregat / El Prat de Llobregat, ES,Sant Adrià de Besòs, ES,Pallejà, ES,Cervelló, ES,Montcada i Reixac, ES,Gavà, ES,Ripollet, ES","",488381,204454,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1712135492676747638,2023-10-13T00:00:00Z,2023-10-20T00:00:00Z,Gerona,"Girona / Gerona, ES,Vilablareix, ES,Bescanó, ES,Banyoles, ES,Sarrià de Ter, ES,Salt, ES,Fornells de la Selva, ES,Cornellà del Terri, ES","",35211,19139,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1717851132557402471,2023-10-27T00:00:00Z,2023-10-28T00:00:00Z,N/A,"Spain,Halloween,#Halloween","",326417,305791,N/A,N/A,N/A
"Mercadona","-",https://x.com/Mercadona/status/1742213463433207871,2024-01-03T00:00:00Z,2024-01-12T00:00:00Z,Barcelona,"Esparreguera, ES,Sabadell, ES,Rubí, ES,Molins de Rei, ES,Sant Cugat del Vallès, ES,Martorell, ES,Cornellà de Llobregat, ES,Barberà del Vallès, ES,Castellbisbal, ES,Abrera, ES,Terrassa, ES,Olesa de Montserrat, ES","",101257,58974,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1703672704736334192,2023-09-18T00:00:00Z,2023-09-19T00:00:00Z,N/A,"Spain","",178198,152424,N/A,N/A,N/A
"Mercadona","Mercadona SA",https://x.com/Mercadona/status/1727611800823169191,2023-11-23T00:00:00Z,2023-11-25T00:00:00Z,Pontevedra,"36543 / Silleda, ES,36538 / Rodeiro, ES,36589 / Silleda, ES,36510 / Lalín, ES,36547 / Silleda, ES,36558 / Cerdedo, ES,36596 / Lalín, ES,36540 / Silleda, ES,36544 / Silleda, ES,36528 / Agolada, ES,36529 / Agolada, ES,36548 / Silleda, ES,36598 / Vila de Cruces, ES,36539 / Rodeiro, ES,36517 / Lalín, ES,36580 / Vila de Cruces, ES,36587 / Estrada, A, ES,36519 / Lalín, ES,36557 / Forcarei, ES,36526 / Agolada, ES,36524 / Agolada, ES,36500 / Lalín, ES,36512 / Lalín, ES,36525 / Agolada, ES,36520 / Agolada, ES,36527 / Agolada, ES,36556 / Forcarei, ES,36585 / Vila de Cruces, ES,36599 / Vila de Cruces, ES,36511 / Rodeiro, ES,36597 / Silleda, ES,36559 / Forcarei, ES,36516 / Dozón, ES,36545 / Silleda, ES,36570 / Silleda, ES,36537 / Rodeiro, ES,35550 / San Bartolomé, ES,36515 / Lalín, ES,36546 / Silleda, ES,36590 / Vila de Cruces, ES,36582 / Vila de Cruces, ES,36518 / Dozón, ES,36579 / Silleda, ES,36555 / Forcarei, ES,36530 / Rodeiro, ES,36581 / Vila de Cruces, ES,36586 / Vila de Cruces, ES,36584 / Estrada, A, ES,36583 / Vila de Cruces, ES,36514 / Agolada, ES","",375,366,N/A,N/A,N/A
